supplier,month,bnf_name,bnf_code,total_items,total_cost
EMIS,2018-05-01,Co-Amoxiclav_Inj 500mg/100mg Vl,0501013K0AAAEAE,2,29.53759
EMIS,2018-05-01,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,3,42.53887
EMIS,2018-05-01,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,2,666.15077
EMIS,2018-05-01,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,1,27.85466
EMIS,2018-05-01,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,1,3.24826
EMIS,2018-05-01,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,4,17.85624
EMIS,2018-05-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,34,1938.56414
EMIS,2018-05-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,26,3773.9874800000002
EMIS,2018-05-01,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,228.43027
EMIS,2018-05-01,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,2,565.73095
EMIS,2018-05-01,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,9,1525.19382
EMIS,2018-05-01,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,2,1257.00985
EMIS,2018-05-01,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,13,2555.66266
EMIS,2018-05-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,19,1313.99494
EMIS,2018-05-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,213,21072.433820000013
EMIS,2018-05-01,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,5,234.86504
EMIS,2018-05-01,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,5,355.71479999999997
EMIS,2018-05-01,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,2,303.95597
EMIS,2018-05-01,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,3,800.88048
EMIS,2018-05-01,Tolvaptan_Tab 15mg,0605020Y0AAAAAA,3,2079.29688
EMIS,2018-05-01,Zoledronic Acid_I/V Inf 40mcg/ml 100ml,0606020V0AAADAD,1,139.22368
EMIS,2018-05-01,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,13,546.92159
EMIS,2018-05-01,Alprostadil_S/Pack Inj 10mcg Cart,0704050B0AABMBM,9,243.09118999999998
EMIS,2018-05-01,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,24,1218.68767
EMIS,2018-05-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,12,478.5471
EMIS,2018-05-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,17,448.76847000000004
EMIS,2018-05-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,14,775.51274
EMIS,2018-05-01,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,107.02666
EMIS,2018-05-01,Gelaspan_Ecobag I/V Inf 4% 500ml,0902022I0BFAAAA,2,220.9067
EMIS,2018-05-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,3,340.40251
EMIS,2018-05-01,Etanercept_Inj 50mg/ml 1ml Pf Pen,1001030D0AAAEAE,5,481.45762
EMIS,2018-05-01,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,10,332.26451000000003
EMIS,2018-05-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,63,430.71458000000007
EMIS,2018-05-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,51,2372.83151
EMIS,2018-05-01,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,6.66461
EMIS,2018-06-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,2,58.10641
EMIS,2018-06-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,3,492.71646999999996
EMIS,2018-06-01,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,156.60802
EMIS,2018-06-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,29,421.02859
EMIS,2018-06-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,40,3457.71023
EMIS,2018-06-01,Zuclopenth Acet_Inj 50mg/ml 1ml Amp,040201010AAAAAA,8,198.06225
EMIS,2018-06-01,Clopixol Acuphase_Inj 50mg/ml 1ml Amp,040201010BBAAAA,1,27.06561
EMIS,2018-06-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1152,22437.77906999999
EMIS,2018-06-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,113,6700.68897
EMIS,2018-06-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,125,32379.011220000004
EMIS,2018-06-01,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,11,5670.150309999999
EMIS,2018-06-01,Botulinum A Toxin_Inj Pdr 100u Vl,0409030B0AAAEAE,1,512.91201
EMIS,2018-06-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,128.2249
EMIS,2018-06-01,Temocillin Sod_Inj 1g Vl,0501012U0AAABAB,1,236.14292
EMIS,2018-06-01,Amoxicillin Sod_Inj 250mg Vl,0501013C0AAACAC,1,8.88031
EMIS,2018-06-01,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,4,91.55748
EMIS,2018-06-01,Co-Amoxiclav_Inj 500mg/100mg Vl,0501013K0AAAEAE,1,20.7657
EMIS,2018-06-01,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,13.89055
EMIS,2018-06-01,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,2,587.16867
EMIS,2018-06-01,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,2,6.49474
EMIS,2018-06-01,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,5,15.636989999999999
EMIS,2018-06-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,32,1635.81158
EMIS,2018-06-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,47,6780.69881
EMIS,2018-06-01,Ceftazidime Pentahyd_Inj 500mg Vl,0501021H0AAAAAA,1,3.95564
EMIS,2018-06-01,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,4,99.38009
EMIS,2018-06-01,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,1,21.9461
EMIS,2018-06-01,Cefuroxime Sod_Inj 250mg Vl,0501021J0AAAAAA,1,0.98455
EMIS,2018-06-01,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,14,2806.11036
EMIS,2018-06-01,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,2,801.2335499999999
EMIS,2018-06-01,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,7,1468.3640099999998
EMIS,2018-06-01,Amikacin_Inj 250mg/ml 2ml Vl,0501040C0AAAAAA,1,55.68168
EMIS,2018-06-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,22,1287.3176600000002
EMIS,2018-06-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,216,21828.96566999999
EMIS,2018-06-01,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,4,406.43533
EMIS,2018-06-01,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,1,104.3923
EMIS,2018-06-01,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,2,146.54222
EMIS,2018-06-01,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,527.84378
EMIS,2018-06-01,Tolvaptan_Tab 15mg,0605020Y0AAAAAA,4,2771.63739
EMIS,2018-06-01,Tolvaptan_Tab 30mg,0605020Y0AAABAB,1,277.27118
EMIS,2018-06-01,Zoledronic Acid_I/V Inf 50mcg/ml 100mlVl,0606020V0AAAFAF,2,494.9618
EMIS,2018-06-01,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,14,569.56554
EMIS,2018-06-01,Alprostadil_S/Pack Inj 10mcg Cart,0704050B0AABMBM,6,224.27330999999998
EMIS,2018-06-01,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,24,1163.02542
EMIS,2018-06-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,7,227.86092999999997
EMIS,2018-06-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,21,579.50909
EMIS,2018-06-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,19,720.0460599999999
EMIS,2018-06-01,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,106.99741
EMIS,2018-06-01,Gelaspan_Ecobag I/V Inf 4% 500ml,0902022I0BFAAAA,1,11.05347
EMIS,2018-06-01,Mag Sulf_Inj 10% 10ml Amp,0905013N0AAABAB,1,122.96728
EMIS,2018-06-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,4,358.20716
EMIS,2018-06-01,Etanercept_Inj 50mg/ml 1ml Pf Pen,1001030D0AAAEAE,1,165.96046
EMIS,2018-06-01,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,10,675.4944
EMIS,2018-06-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,63,522.37433
EMIS,2018-06-01,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,5,44.82009000000001
EMIS,2018-06-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,47,1365.43068
EMIS,2018-06-01,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,3,39.31188
EMIS,2018-07-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,2,58.13138
EMIS,2018-07-01,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,1,31.86891
EMIS,2018-07-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,2,367.93408
EMIS,2018-07-01,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,156.67527
EMIS,2018-07-01,"Adren_Inj 1/10,000 10ml Pfs",0207030A0AAABAB,2,63.79351
EMIS,2018-07-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,31,597.7749800000001
EMIS,2018-07-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,53,3438.6347700000006
EMIS,2018-07-01,Zuclopenth Acet_Inj 50mg/ml 1ml Amp,040201010AAAAAA,6,148.58539
EMIS,2018-07-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1216,21727.032689999985
EMIS,2018-07-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,122,9020.39135
EMIS,2018-07-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,143,39238.29934
EMIS,2018-07-01,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,14,5389.0939
EMIS,2018-07-01,Botulinum A Toxin_Inj Pdr 100u Vl,0409030B0AAAEAE,1,120.58818
EMIS,2018-07-01,Botox_Inj Pdr 200u Vl,0409030B0BCACAG,1,256.57241
EMIS,2018-07-01,Fluclox Sod_Inj 250mg Vl,0501012G0AAACAC,2,45.50758
EMIS,2018-07-01,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,15.97778
EMIS,2018-07-01,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,2,344.59442
EMIS,2018-07-01,Temocillin Sod_Inj 1g Vl,0501012U0AAABAB,1,330.73719
EMIS,2018-07-01,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,7,143.11099
EMIS,2018-07-01,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,55.14867
EMIS,2018-07-01,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,1,27.859
EMIS,2018-07-01,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,3,45.49518
EMIS,2018-07-01,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,12,73.66387
EMIS,2018-07-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,41,2143.527
EMIS,2018-07-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,50,7851.8327500000005
EMIS,2018-07-01,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,5,1069.34148
EMIS,2018-07-01,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,3,590.45728
EMIS,2018-07-01,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,7,1423.2130200000001
EMIS,2018-07-01,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,5,2278.90287
EMIS,2018-07-01,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,10,1909.70458
EMIS,2018-07-01,Tigecycline_I/V Inf 50mg Vl (Dry),0501030Y0AAAAAA,1,299.92028
EMIS,2018-07-01,Amikacin_Inj 250mg/ml 2ml Vl,0501040C0AAAAAA,1,334.1716
EMIS,2018-07-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,35,2438.8375800000003
EMIS,2018-07-01,Clindamycin Phos_Inj 150mg/ml 4ml Amp,0501060E0AAABAB,1,91.82054
EMIS,2018-07-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,211,21002.215079999994
EMIS,2018-07-01,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,3,271.54155000000003
EMIS,2018-07-01,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,3,267.00045
EMIS,2018-07-01,Daptomycin_I/V Inf 350mg Vl (Dry),0501070Y0AAAAAA,1,690.60808
EMIS,2018-07-01,Ciprofloxacin_I/V Inf 2mg/ml 200ml Bag,0501120L0AABFBF,1,278.5784
EMIS,2018-07-01,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,8,2556.1766100000004
EMIS,2018-07-01,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,510.57155
EMIS,2018-07-01,Tolvaptan_Tab 15mg,0605020Y0AAAAAA,12,5685.14531
EMIS,2018-07-01,Zoledronic Acid_I/V Inf 40mcg/ml 100ml,0606020V0AAADAD,4,579.38883
EMIS,2018-07-01,Zoledronic Acid_I/V Inf 50mcg/ml 100mlVl,0606020V0AAAFAF,1,247.58724
EMIS,2018-07-01,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,13,638.12096
EMIS,2018-07-01,Alprostadil_S/Pack Inj 10mcg Cart,0704050B0AABMBM,15,392.75847
EMIS,2018-07-01,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,21,1357.2721499999998
EMIS,2018-07-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,11,364.72911999999997
EMIS,2018-07-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,13,486.08459999999997
EMIS,2018-07-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,14,720.2560799999999
EMIS,2018-07-01,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,107.04334
EMIS,2018-07-01,Fludara_Tab 10mg,0801030W0BBAAAA,1,131.13994
EMIS,2018-07-01,Gelaspan_Ecobag I/V Inf 4% 500ml,0902022I0BFAAAA,1,165.69967
EMIS,2018-07-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,6,931.0367100000001
EMIS,2018-07-01,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,11,512.9872399999999
EMIS,2018-07-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,47,336.64727000000005
EMIS,2018-07-01,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,3,33.2458
EMIS,2018-07-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,51,1904.39879
EMIS,2018-07-01,Rapifen Intensive Care_Inj 5mg/1ml Amp,1501043A0BBADAD,1,21.52542
EMIS,2018-07-01,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,6.66563
EMIS,2018-08-01,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,2,738.66754
EMIS,2018-08-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,5,122.75893
EMIS,2018-08-01,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,156.76633
EMIS,2018-08-01,Sildenafil_Inj 800mcg/ml 12.5ml Vl,0205010Y0AAACAC,1,336.44639
EMIS,2018-08-01,"Adren_Inj 1/10,000 10ml Pfs",0207030A0AAABAB,1,127.62401
EMIS,2018-08-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,44,1223.5531099999998
EMIS,2018-08-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,50,2575.65727
EMIS,2018-08-01,Zuclopenth Acet_Inj 50mg/ml 1ml Amp,040201010AAAAAA,4,94.68591
EMIS,2018-08-01,Clopixol Acuphase_Inj 50mg/ml 1ml Amp,040201010BBAAAA,1,44.98295
EMIS,2018-08-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1402,26254.992579999995
EMIS,2018-08-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,144,9451.54724
EMIS,2018-08-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,143,32541.999850000004
EMIS,2018-08-01,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,12,4599.90219
EMIS,2018-08-01,Botulinum A Toxin_Inj Pdr 100u Vl,0409030B0AAAEAE,2,634.08918
EMIS,2018-08-01,Botox_Inj 100u Vl,0409030B0BCAAAE,2,641.79789
EMIS,2018-08-01,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,2,159.40712
EMIS,2018-08-01,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,8,198.58139
EMIS,2018-08-01,Amoxicillin Sod_Inj 1g Vl,0501013C0AAAEAE,1,21.49245
EMIS,2018-08-01,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,20.7866
EMIS,2018-08-01,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,1,295.88744
EMIS,2018-08-01,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,2,5.57256
EMIS,2018-08-01,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,10,44.6797
EMIS,2018-08-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,35,2580.59079
EMIS,2018-08-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,38,6146.16829
EMIS,2018-08-01,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,5,191.51225
EMIS,2018-08-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,91.54881
EMIS,2018-08-01,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,7,2202.7213699999998
EMIS,2018-08-01,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,2,1572.4153099999999
EMIS,2018-08-01,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,10,2028.3839200000002
EMIS,2018-08-01,Amikacin_Inj 250mg/ml 2ml Vl,0501040C0AAAAAA,1,334.36596
EMIS,2018-08-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,26,850.36318
EMIS,2018-08-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,215,21123.975200000008
EMIS,2018-08-01,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,6,773.26701
EMIS,2018-08-01,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,1,53.88047
EMIS,2018-08-01,Isavuconazole_Cap 100mg,0502010E0AAAAAA,1,556.59963
EMIS,2018-08-01,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,4,1251.2077600000002
EMIS,2018-08-01,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,528.37774
EMIS,2018-08-01,Tolvaptan_Tab 15mg,0605020Y0AAAAAA,8,3468.58867
EMIS,2018-08-01,Tolvaptan_Tab 30mg,0605020Y0AAABAB,1,277.55156
EMIS,2018-08-01,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,15,661.3085
EMIS,2018-08-01,Alprostadil_S/Pack Inj 10mcg Cart,0704050B0AABMBM,10,430.25454999999994
EMIS,2018-08-01,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,23,1191.8567
EMIS,2018-08-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,8,433.2172
EMIS,2018-08-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,24,748.43272
EMIS,2018-08-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,13,609.83041
EMIS,2018-08-01,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,107.10554
EMIS,2018-08-01,Rituximab_I/V Inf 10mg/ml 10ml Vl,0802030F0AAABAB,1,162.30174
EMIS,2018-08-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,8,985.8317199999999
EMIS,2018-08-01,Etanercept_Inj 50mg/ml 1ml Pf Pen,1001030D0AAAEAE,1,664.07573
EMIS,2018-08-01,Etanercept_Inj 10mg Vl + Dil,1001030D0AAAFAF,1,33.32797
EMIS,2018-08-01,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,10,562.1444700000001
EMIS,2018-08-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,59,340.31685000000004
EMIS,2018-08-01,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,5,61.76449
EMIS,2018-08-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,50,2185.81826
EMIS,2018-09-01,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,2,107.55889
EMIS,2018-09-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,1,21.58417
EMIS,2018-09-01,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,156.60745
EMIS,2018-09-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,28,653.60307
EMIS,2018-09-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,39,2957.1882
EMIS,2018-09-01,Zuclopenth Acet_Inj 50mg/ml 1ml Amp,040201010AAAAAA,4,130.43377999999998
EMIS,2018-09-01,Ondemet_Tab 8mg,0406000S0BCADAC,1,201.74472
EMIS,2018-09-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1234,24005.424490000027
EMIS,2018-09-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,111,7018.650250000001
EMIS,2018-09-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,116,29204.50316
EMIS,2018-09-01,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,30,10514.12406
EMIS,2018-09-01,Botulinum A Toxin_Inj Pdr 100u Vl,0409030B0AAAEAE,6,1025.8698800000002
EMIS,2018-09-01,Botulinum A Toxin_Inj Pdr 200u Vl,0409030B0AAAGAG,1,256.46127
EMIS,2018-09-01,Botox_Inj Pdr 200u Vl,0409030B0BCACAG,1,256.46127
EMIS,2018-09-01,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,90.93855
EMIS,2018-09-01,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,90.93855
EMIS,2018-09-01,Temocillin Sod_Inj 1g Vl,0501012U0AAABAB,3,708.42617
EMIS,2018-09-01,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,6,117.61447000000001
EMIS,2018-09-01,Co-Amoxiclav_Inj 500mg/100mg Vl,0501013K0AAAEAE,1,6.01332
EMIS,2018-09-01,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,3,90.66027
EMIS,2018-09-01,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,5,1120.04955
EMIS,2018-09-01,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,5,44.80645
EMIS,2018-09-01,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,8,37.92939
EMIS,2018-09-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,22,1031.2639
EMIS,2018-09-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,21,3345.8232899999994
EMIS,2018-09-01,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,36.22307
EMIS,2018-09-01,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,2,427.7004
EMIS,2018-09-01,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,8,1194.80909
EMIS,2018-09-01,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,10,4170.01599
EMIS,2018-09-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,28,1534.6652700000002
EMIS,2018-09-01,Erythromycin_Lactobi I/V Inf 1g Vl,0501050K0AAAAAA,1,220.01658
EMIS,2018-09-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,199,20000.822300000014
EMIS,2018-09-01,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,8,1238.2722
EMIS,2018-09-01,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,1,46.50329
EMIS,2018-09-01,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,2,324.6755
EMIS,2018-09-01,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,527.84184
EMIS,2018-09-01,Tolvaptan_Tab 15mg,0605020Y0AAAAAA,3,1870.95211
EMIS,2018-09-01,Zoledronic Acid_I/V Inf 40mcg/ml 100ml,0606020V0AAADAD,2,300.76769
EMIS,2018-09-01,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,9,569.4394900000001
EMIS,2018-09-01,Alprostadil_S/Pack Inj 10mcg Cart,0704050B0AABMBM,8,224.32207
EMIS,2018-09-01,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,30,1744.30857
EMIS,2018-09-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,12,387.33984999999996
EMIS,2018-09-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,28,654.38843
EMIS,2018-09-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,17,664.6650400000001
